model,idx,mu_alpha,mu_beta,mu_lambda,tau_alpha,tau_beta,tau_lambda
3,1,4.74115365471305,-1.76974326618546,-4.53743933179649,5.64124680940009,0.388051012009444,1.59978393074489
3,2,7.2265530678949,0.189162714035171,-3.24333148461578,3.52149714747791,0.758404525888438,1.44054536033332
3,3,-13.4685079926855,-0.333843212704775,-4.85720304939464,25.8768090074571,1.3559277757894,1.00429849409417
3,4,4.89947847213832,-1.02768361436567,-2.7701280641608,43.1775340960845,0.984008412405672,0.763503395834841
3,5,-12.8935630150361,-1.14437212761119,-3.36332463897188,15.090963475151,0.375898260382831,1.32457474313223
3,6,-26.9397157081869,-0.191213039177892,-4.99550654153978,12.8115944173112,0.628831278671396,0.544869579879578
3,7,14.4885011274148,-1.88803682232031,-1.39993242701313,0.150633454466786,0.329139442782981,0.691759476256946
3,8,1.43773311303488,-2.09685760112092,-4.56890529375796,40.9687292457485,0.635429292549835,1.12576289681756
3,9,-5.29018964750697,-2.62548995215607,-1.56673352346802,53.3385200106256,0.597046189768279,0.0813786483492322
3,10,-21.4536919573877,-0.81005600094354,-5.78270169455944,28.1671019033258,0.139378126412255,0.280262930151536
3,11,19.9895980920341,-1.46753285083861,-4.85175810317935,34.7131347185553,0.472718979474506,1.02564988848892
3,12,-17.7825879536413,-0.313469241760961,-3.29632641599747,16.1363953858485,0.0652509784392815,1.02845198232195
3,13,-12.3549539060515,-1.24390240922567,-2.67976161359742,8.24217417521758,0.200478468778125,0.210882091168676
3,14,-14.6046273693265,-0.20938691752811,-3.75500037906376,21.0422441745343,0.146063036328223,0.129197745553102
3,15,-3.06066315824688,-2.73532652787764,-4.15412330143049,43.86889606457,0.469828085179448,0.528635553028628
3,16,9.39888896240409,-0.73164342383481,-3.67743032870853,4.68150158185448,1.95192515567526,1.1390745241702
3,17,-7.14273421435564,-1.27782835398091,-3.90004977040355,51.1747767309196,0.226833954459119,0.422819265878633
3,18,1.13873666643784,-2.58340936824675,-6.46056303593713,28.3613930451949,0.369986224177208,0.0572370446712095
3,19,-0.27470085376248,-0.404221357012688,-4.79679443309412,10.988991548213,0.6799895290004,0.0371504332961967
3,20,33.2838194631359,-0.313649989876741,-2.93830071354411,13.4874959384367,0.299248127319199,0.189025061193528
3,21,23.1800698469056,-1.32765177404266,-2.89814275343802,54.4694877164696,0.335074688737355,0.168451473418535
3,22,15.1507537472002,-1.92332613564085,-4.58267408512652,24.788104301793,0.960464739083957,0.408859292012608
3,23,-5.59873419664175,-0.507619377406405,-4.78133285567913,14.0073745112657,1.56186491896024,0.699319149094567
3,24,38.4996203444315,-0.109798198414018,-3.5090473943935,19.8287462177028,0.382859353247382,0.194768951761062
3,25,-1.32781433757261,-1.90673640479271,-3.15947909842275,33.0791733236198,0.115495132353577,0.136474679001212
3,26,-32.5801179404447,-1.72570932379546,-3.22811457792309,15.5097576735783,1.53853368847678,0.765518713254866
3,27,-0.113471819137668,-0.576568095164224,-5.76962685655503,23.4492372987518,0.746282570043653,1.27363913485388
3,28,-28.5196095325962,-1.11296571606611,-6.01762011200378,4.25057837943572,1.01542202375736,0.780390812947224
3,29,19.8459387697809,-1.52958321541313,-3.86252689896953,0.295935988384426,0.072473130668296,0.0750532131934126
3,30,-2.39944151017732,-0.944477312652202,-4.33201314601466,30.6309727125834,0.469701962234958,0.536478389838351
3,31,-37.9648578957758,-0.637338439199397,-4.18684836699005,13.9426901235005,1.42120928246462,0.635786697315036
3,32,-12.1690445658897,-2.01625858521617,-2.33766665522491,23.6371122844426,0.00323138032576305,0.355789829756035
3,33,-9.46437809533048,-1.96668706370396,-2.95377751896387,18.5436181639297,0.404768065620035,1.32211336870685
3,34,36.3586111500052,-0.479303204300343,-3.54938469815461,25.2097176100923,0.184294959557967,1.15725224540413
3,35,2.68814878130634,-1.65501236786065,-4.9500315893989,4.73232945634248,0.0690401720822537,0.763544758329574
3,36,19.9565350176981,-1.0429318036224,-3.48002966920072,17.0422062642864,0.213058393492484,0.474570006131587
3,37,21.5887657076851,-1.10983707083527,-5.49970164441131,15.3347350698857,1.51382720649557,0.74465895133257
3,38,-68.7148273545644,-3.24077838123546,-4.42983547803621,9.81026170849184,1.75268282810596,0.290017504029278
3,39,-10.6666202871641,-0.455541025145896,-4.11241783720864,11.5945615797065,0.413338176256807,0.761220719911753
3,40,-31.2510563090911,-1.86256251347746,-2.75472427970109,5.66256859092058,0.1639827778647,0.547511719121683
3,41,3.96624327621411,-0.0744129271905136,-3.10884555670387,3.34914427819259,0.31235322864422,1.68347338062528
3,42,-3.52195471275284,-1.3096463870847,-3.71878820647771,8.43838983315116,1.37945079636801,1.51823949835391
3,43,37.2276556735187,-1.49326838771508,-5.23444014191108,29.0583892730721,0.600466921094568,1.05423000850499
3,44,-7.32124011721446,-0.425424958567979,-3.82895503165836,26.4567327879126,0.125337936246502,1.7442391265346
3,45,-40.5491958718833,-1.38590661388464,-4.05224348222663,15.2062600870448,0.0375346277950357,0.613053883022891
3,46,6.90050881013736,-0.301042944782001,-5.28722149448556,13.6409180981279,0.358883733929832,2.9335551366505
3,47,0.788728321084795,-0.837845763400721,-3.44916279357051,0.583317512799545,0.847476460252941,0.0219404050347762
3,48,-12.6772674745327,-1.02389254028387,-4.83854682129949,29.6579134136848,0.0695838357344396,1.52582602822002
3,49,2.2642571971516,-0.83104586296322,-3.12468986817446,16.733758082762,1.0002145392179,1.00773113466741
3,50,31.5739296361449,-0.224516251055849,-3.21600841551108,2.57908292994028,0.110828552683622,0.689502792795466
3,51,-0.30367426764553,-0.108103963559027,-3.62140943051244,6.79470887870878,0.0795318511733306,0.158316921235525
3,52,-33.662035808945,-1.13216773060369,-4.61607475793996,13.2171345179788,1.59722025410184,0.0980981035254325
3,53,-5.51015054903758,-0.887378230261045,-5.32340327409588,11.9418392118225,0.343891174004958,1.2895569542725
3,54,-9.26929940492213,-2.6897640051396,-6.35312880002198,2.31081563079371,0.65153714211534,1.75160123731868
3,55,28.4839809529282,-1.82147847088081,-3.59276480933009,27.7691899789079,1.14260419436867,1.24316008527151
3,56,-19.2784650578593,-0.41427424906977,-4.24179774900812,14.3630998598201,0.501541944687563,1.34036982113812
3,57,-36.9599387290886,-1.03206207779929,-2.45056164341834,15.0315656481413,1.03759986865534,0.352737888771894
3,58,12.0934295132232,-0.105587154366194,-4.39044892163836,26.3972512963307,0.388425334462405,0.0673357218314162
3,59,17.4804246298758,-0.857958628401799,-4.59032444375169,24.2747031756699,0.266163168373259,0.726535029613243
3,60,12.02313442788,-2.47779332879153,-4.01447849685203,42.2876176212135,0.0563403888916684,0.0722113063762808
3,61,-15.7135978273818,-0.561332795059199,-2.88429244764595,41.0810189632911,0.104165688229019,0.961771452189415
3,62,12.8264852288339,-0.752124192697212,-4.34658189935544,5.61746419367137,1.38751557853425,0.499123853858795
3,63,-11.4907899258064,-1.35793861192361,-4.60861504196218,29.5877503792579,0.333241399134008,0.393200277516549
3,64,14.8380519726582,-0.613919698578073,-3.90861035522845,14.6746415612972,0.334409439531398,0.780603003589318
3,65,-63.4335123594503,-0.987840566551117,-3.20824486825121,27.1848458801415,1.43076434112882,1.97698036025566
3,66,23.608356326473,-1.12113799928054,-3.54075500443977,35.7552631602612,0.590114389090603,0.364529563380667
3,67,-8.65934372546153,-0.793655783403106,-3.5702016445548,14.9853105334832,0.201844695115831,1.28289015200067
3,68,-39.6372037667385,-1.6160722808175,-3.03313039165984,15.9020727930102,0.464330618045255,1.71982173237229
3,69,-27.4123002533332,-1.64468481504428,-4.36406986585058,7.17330852730176,0.519963238285646,1.7390778187191
3,70,-6.95424425054321,-1.908927808057,-3.56663172487143,31.4504091944914,0.297479132020887,0.513240679168018
3,71,6.7659741039234,-1.36406122072639,-2.98747553846814,27.6480435342606,0.693797203688056,1.62207212472062
3,72,-5.82013875746559,-1.7795063796817,-4.65085455782452,24.1708396960711,0.101221440886866,2.09534733295501
3,73,19.5256128197563,-2.17208702039541,-4.18285042839157,47.4123440519406,1.47233012586776,0.0154044615520916
3,74,30.2667312358216,-1.43324395932596,-3.12676545485286,22.626008409338,0.484328744939409,1.55962564995079
3,75,22.5397599611682,-1.40844845338909,-3.83064017708272,0.192927177003922,0.736205196481528,0.95543005516871
3,76,-16.1573365075572,-0.583737690481349,-4.43718135390935,19.4216812228162,0.776460406324826,1.01892971730397
3,77,5.24702473619959,0.125797637332308,-5.03856681215319,21.3968605655401,0.0105540472085347,0.45734268673857
3,78,-6.08432800445644,-1.4587044717629,-5.23566945489248,21.9646801579813,0.0768874052169986,1.64258669205831
